time,000001.OF,000011.OF,000021.OF,000020.OF,000039.OF,000017.OF,000029.OF,000030.OF,000126.OF,000057.OF,000066.OF,000083.OF,000073.OF,000082.OF,000117.OF,000136.OF,000120.OF,000056.OF,000173.OF,000127.OF,000264.OF,000209.OF,000172.OF,000242.OF,000220.OF,000251.OF,000167.OF,000263.OF,000294.OF,000199.OF
20180727,5.97575556,22.87381578,3.27105687,2.0979,1.758,2.2606,1.7999,1.9157,1.3937,1.396,1.5017,3.324,1.287,1.9865,1.479,2.4922,1.2803,1.715,2.376,2.3282,0.8258,1.197,2.4083,1.7164,2.088,2.8028,1.5052,1.6431,2.086,1.209
20180730,5.90148709,22.85270635,3.2299115,2.0566,1.7365,2.233,1.7976,1.9166,1.3924,1.38,1.5031,3.272,1.258,1.9727,1.449,2.4596,1.2669,1.694,2.326,2.3009,0.8197,1.178,2.4102,1.6943,2.004,2.8207,1.4923,1.6172,2.063,1.201
20180731,5.91291301,22.67151717,3.22168242,2.049,1.7374,2.2281,1.7942,1.9174,1.3924,1.381,1.5045,3.292,1.257,1.9727,1.459,2.4561,1.27,1.695,2.334,2.2934,0.8215,1.168,2.4121,1.7038,2.011,2.8309,1.4934,1.6114,2.061,1.202
20180801,5.79865382,22.3390438,3.17847979,2.0196,1.714,2.194,1.7675,1.9181,1.3924,1.364,1.5017,3.244,1.239,1.9311,1.428,2.4433,1.2565,1.679,2.279,2.2739,0.8197,1.15,2.3624,1.6706,1.985,2.7645,1.4676,1.5938,2.035,1.186
20180802,5.70724647,21.8693592,3.12499081,1.9728,1.6883,2.1616,1.7595,1.9196,1.3924,1.333,1.4989,3.171,1.225,1.8895,1.404,2.4282,1.2441,1.661,2.235,2.2528,0.8127,1.128,2.3223,1.6422,2.004,2.7072,1.4359,1.5691,2.008,1.167
20180803,5.61012616,21.41902491,3.04887187,1.9271,1.6668,2.121,1.7282,1.92,1.3897,1.308,1.4989,3.082,1.188,1.8587,1.369,2.3641,1.2265,1.63,2.174,2.2144,0.8101,1.104,2.2841,1.598,1.945,2.6893,1.3959,1.5268,1.942,1.158
20180806,5.52443177,20.97924532,2.98715382,1.8803,1.6439,2.0853,1.6981,1.9215,1.3857,1.292,1.4989,3.008,1.14,1.8279,1.331,2.3175,1.211,1.61,2.114,2.1672,0.7988,1.081,2.2555,1.549,1.856,2.6855,1.3607,1.5021,1.892,1.142
20180807,5.64440392,21.59317762,3.07150183,1.9238,1.6793,2.1243,1.749,1.9222,1.3884,1.321,1.5031,3.082,1.161,1.8757,1.362,2.3676,1.2348,1.636,2.18,2.2142,0.8066,1.106,2.3223,1.5948,1.9,2.7569,1.3924,1.5444,1.933,1.163
20180808,5.52443177,21.3803243,3.0015547,1.876,1.6575,2.0869,1.7328,1.922,1.387,1.299,1.5003,3.023,1.136,1.8433,1.324,2.3303,1.2203,1.613,2.138,2.1779,0.7988,1.085,2.2879,1.5553,1.852,2.7212,1.3654,1.5209,1.896,1.147
20180809,5.67296871,21.77964417,3.12087627,1.9336,1.695,2.1405,1.7745,1.9209,1.3897,1.325,1.5045,3.106,1.178,1.8911,1.362,2.3909,1.2441,1.65,2.203,2.2454,0.8057,1.126,2.3357,1.5932,1.91,2.7824,1.3947,1.5714,1.95,1.167
20180810,5.69582055,21.89046862,3.14350622,1.9445,1.7018,2.1583,1.7884,1.9202,1.3897,1.326,1.5031,3.123,1.191,1.8988,1.387,2.4118,1.2483,1.658,2.214,2.2801,0.8084,1.138,2.3376,1.6043,1.95,2.7811,1.4041,1.5808,1.957,1.167
20180813,5.70153351,21.86408185,3.18053705,1.9565,1.7084,2.1729,1.7895,1.9198,1.3911,1.319,1.5017,3.113,1.203,1.8972,1.389,2.4351,1.2503,1.675,2.221,2.3009,0.8092,1.159,2.3338,1.6153,1.976,2.748,1.3971,1.5996,1.961,1.159
20180814,5.69010759,21.64595117,3.14967803,1.9467,1.6939,2.1632,1.7837,1.9194,1.3911,1.314,1.5017,3.096,1.189,1.8911,1.391,2.4037,1.2441,1.655,2.208,2.2843,0.8066,1.143,2.3242,1.6075,1.969,2.7327,1.3889,1.5879,1.948,1.154
20180815,5.57013544,21.19209864,3.07150183,1.8966,1.6745,2.1161,1.7733,1.9202,1.387,1.29,1.5003,3.013,1.147,1.848,1.347,2.3816,1.2214,1.623,2.149,2.2389,0.8005,1.125,2.2746,1.5743,1.921,2.6778,1.3489,1.562,1.904,1.13
20180816,5.54157065,21.08831066,3.04475734,1.8792,1.6598,2.108,1.7687,1.9194,1.3857,1.276,1.5003,2.978,1.145,1.8403,1.341,2.3676,1.2131,1.614,2.138,2.2188,0.7918,1.118,2.2631,1.5617,1.917,2.6829,1.3313,1.5444,1.884,1.125
